va	mangled	size	code	class	name
00401000	__setargv	16	1		__setargv
00401010	?ProgressRect@@YAXHHHHI@Z	224	1		ProgressRect
004010F0	?ProgressCB@@YAXPBDH@Z	240	1		ProgressCB
004011E0	?Main@@YAHXZ	1200	1		Main
00401690	?InitDirectDraw@@YAXXZ	64	1		InitDirectDraw
004016D0	?MainPhase@@YAX_NH@Z	816	1		MainPhase
00401A00	?GameLoop@@YAX_N@Z	160	1		GameLoop
00401AA0	?BeginPhase@@YAX_N@Z	816	1		BeginPhase
00401DD0	?GetLoadScreenName@@YAXPBD@Z	160	1		GetLoadScreenName
00401E70	?InitAudioManager@@YAX_N@Z	336	1		InitAudioManager
00401FC0	?EndPhase@@YAXXZ	256	1		EndPhase
004020C0	?KillAudioManager@@YAXXZ	48	1		KillAudioManager
004020F0	?RestoreFocus@@YAXXZ	144	1		RestoreFocus
00402180	?CreateGameMutex@@YAXPBD@Z	80	1		CreateGameMutex
004021D0	?CheckGlobalMemory@@YAXXZ	128	1		CheckGlobalMemory
00402250	?CheckDiskSpace@@YAXXZ	96	1		CheckDiskSpace
004022B0	?ExceptMain@@YAHXZ	144	1		ExceptMain
00402340	?ArchInit@@YAXHPAPAD@Z	16	1		ArchInit
00402350	?ageProcessEvents@@YAXXZ	16	1		ageProcessEvents
00402360	_main	624	1		_main
004025D0	nullsub_267	16	1		nullsub_267
004025E0	nullsub_268	16	1		nullsub_268
004025F0	nullsub_269	16	1		nullsub_269
00402600	??_H@YGXPAXIHP6EX0@Z@Z	48	1		`vector constructor iterator'
00402630	?ageDebug@@YAXHPBDZZ	16	1		ageDebug
00402640	ImmDestroyContext	6	1		ImmDestroyContext
00402646	ImmAssociateContext	6	1		ImmAssociateContext
0040264C	ImmGetContext	6	1		ImmGetContext
00402652	GetSystemDefaultLangID	6	1		GetSystemDefaultLangID
00402658	WaitForSingleObject	6	1		WaitForSingleObject
0040265E	CreateMutexA	6	1		CreateMutexA
00402664	GlobalMemoryStatus	6	1		GlobalMemoryStatus
0040266A	GetDiskFreeSpaceA	6	1		GetDiskFreeSpaceA
00402670	OutputDebugStringA	6	1		OutputDebugStringA
00402676	GetProcAddress	6	1		GetProcAddress
0040267C	LoadLibraryA	6	1		LoadLibraryA
00402682	MessageBoxA	6	1		MessageBoxA
00402688	EnumDisplaySettingsA	6	1		EnumDisplaySettingsA
0040268E	SetFocus	6	1		SetFocus
00402694	ChangeDisplaySettingsA	6	1		ChangeDisplaySettingsA
0040269A	ShellExecuteA	6	1		ShellExecuteA
004026A0	?FirstRunEula@@YA_NXZ	224	1		FirstRunEula
00402780	?ebolaPlayMovie@@YAXPAD@Z	608	1		ebolaPlayMovie
004029E0	??0mmGameManager@@QAE@XZ	1104	1	mmGameManager	mmGameManager
00402E30	?Reset@mmGameManager@@UAEXXZ	16	1	mmGameManager	Reset
00402E40	??1mmGameManager@@UAE@XZ	352	1	mmGameManager	~mmGameManager
00402FA0	?BeDone@mmGameManager@@QAEXXZ	16	1	mmGameManager	BeDone
00402FB0	?ForcePopupUI@mmGameManager@@QAEXXZ	48	1	mmGameManager	ForcePopupUI
00402FE0	?ForceReplayUI@mmGameManager@@QAEXXZ	32	1	mmGameManager	ForceReplayUI
00403000	?Update@mmGameManager@@UAEXXZ	464	1	mmGameManager	Update
004031D0	?Cull@mmGameManager@@UAEXXZ	304	1	mmGameManager	Cull
00403300	??_GmmGameManager@@UAEPAXI@Z	48	1	mmGameManager	`scalar deleting destructor'
00403330	?FileIO@asNode@@UAEXAAVdatParser@@@Z	16	1	asNode	FileIO
00403340	?AfterLoad@asNode@@UAEXXZ	16	1	asNode	AfterLoad
00403350	?BeforeSave@asNode@@UAEXXZ	16	1	asNode	BeforeSave
00403360	?GetClassNameA@asNode@@UAEPADXZ	16	1	asNode	GetClassNameA
00403370	??_EphSleep@@QAEPAXI@Z	96	1	phSleep	`vector deleting destructor'
004033D0	??0mmPlayer@@QAE@XZ	1072	1	mmPlayer	mmPlayer
00403800	??1mmPlayer@@UAE@XZ	400	1	mmPlayer	~mmPlayer
00403990	?BeforeSave@mmPlayer@@UAEXXZ	16	1	mmPlayer	BeforeSave
004039A0	?AfterLoad@mmPlayer@@UAEXXZ	16	1	mmPlayer	AfterLoad
004039B0	?ReInit@mmPlayer@@QAEXPAD@Z	368	1	mmPlayer	ReInit
00403B20	?Init@mmPlayer@@QAEXPAD0PAVmmGame@@@Z	1424	1	mmPlayer	Init
004040B0	?InitSpeechAudio@mmPlayer@@AAEXPAD@Z	336	1	mmPlayer	InitSpeechAudio
00404200	?SetGameCallback@mmPlayer@@QAEXVdatCallback@@@Z	32	1	mmPlayer	SetGameCallback
00404220	?ImpactCallback@mmPlayer@@QAEXPAX0@Z	48	1	mmPlayer	ImpactCallback
00404250	?SetPreRaceCam@mmPlayer@@QAEXXZ	256	1	mmPlayer	SetPreRaceCam
00404350	?SetPostRaceCam@mmPlayer@@QAEXXZ	272	1	mmPlayer	SetPostRaceCam
00404460	?SetMPPostCam@mmPlayer@@QAEXPAVMatrix34@@M@Z	240	1	mmPlayer	SetMPPostCam
00404550	?IsPOV@mmPlayer@@QAEHXZ	48	1	mmPlayer	IsPOV
00404580	?SetWideFOV@mmPlayer@@QAEXH@Z	304	1	mmPlayer	SetWideFOV
004046B0	?GetNextCycleCamIndex@mmPlayer@@IAEHXZ	32	1	mmPlayer	GetNextCycleCamIndex
004046D0	?GetNextCycleXCamIndex@mmPlayer@@IAEHXZ	32	1	mmPlayer	GetNextCycleXCamIndex
004046F0	?GetCurrentGameCamIndex@mmPlayer@@IAEHXZ	16	1	mmPlayer	GetCurrentGameCamIndex
00404700	?GetCurrentXCamIndex@mmPlayer@@IAEHXZ	16	1	mmPlayer	GetCurrentXCamIndex
00404710	?SetCamera@mmPlayer@@IAEXHH@Z	384	1	mmPlayer	SetCamera
00404890	?GetCamera@mmPlayer@@IAEXAAH0@Z	80	1	mmPlayer	GetCamera
004048E0	?GetCurrentCameraPtr@mmPlayer@@AAEPAVcamCarCS@@XZ	64	1	mmPlayer	GetCurrentCameraPtr
00404920	?UpdateHOG@mmPlayer@@QAEXXZ	320	1	mmPlayer	UpdateHOG
00404A60	?Reset@mmPlayer@@UAEXXZ	384	1	mmPlayer	Reset
00404BE0	?ResetFF@mmPlayer@@QAEXXZ	112	1	mmPlayer	ResetFF
00404C50	?SetSteering@mmPlayer@@QAEXM@Z	32	1	mmPlayer	SetSteering
00404C70	?playerFilterSteering@@YAMM@Z	32	1		playerFilterSteering
00404C90	?FilterSteering@mmPlayer@@QAEMM@Z	1712	1	mmPlayer	FilterSteering
00405340	?UpdateFF@mmPlayer@@QAEXXZ	1056	1	mmPlayer	UpdateFF
00405760	?Update@mmPlayer@@UAEXXZ	2416	1	mmPlayer	Update
004060D0	?SetCamInterest@mmPlayer@@QAEXPAVphInertialCS@@@Z	112	1	mmPlayer	SetCamInterest
00406140	?IsMaxDamaged@mmPlayer@@QAEHXZ	32	1	mmPlayer	IsMaxDamaged
00406160	?EnableRegen@mmPlayer@@QAEXH@Z	32	1	mmPlayer	EnableRegen
00406180	?ResetDamage@mmPlayer@@QAEXXZ	32	1	mmPlayer	ResetDamage
004061A0	?UpdateRegen@mmPlayer@@QAEXXZ	160	1	mmPlayer	UpdateRegen
00406240	?FFImpactCallback@mmPlayer@@QAEXM@Z	224	1	mmPlayer	FFImpactCallback
00406320	?FileIO@mmPlayer@@UAEXAAVdatParser@@@Z	1200	1	mmPlayer	FileIO
004067D0	??_GmmPlayer@@UAEPAXI@Z	48	1	mmPlayer	`scalar deleting destructor'
00406800	??1camPolarCS@@UAE@XZ	16	1	camPolarCS	~camPolarCS
00406810	??1camAICS@@UAE@XZ	16	1	camAICS	~camAICS
00406820	??1camPointCS@@UAE@XZ	16	1	camPointCS	~camPointCS
00406830	??1camPreCS@@UAE@XZ	16	1	camPreCS	~camPreCS
00406840	??1camPostCS@@UAE@XZ	16	1	camPostCS	~camPostCS
00406850	?AddValue@datParser@@QAEXPBDPAMPAVdatCallback@@@Z	32	1	datParser	AddValue
00406870	??0mmReplayManager@@QAE@XZ	176	1	mmReplayManager	mmReplayManager
00406920	LogRandomCall	16	1		LogRandomCall
00406930	??1mmReplayManager@@UAE@XZ	96	1	mmReplayManager	~mmReplayManager
00406990	?Reset@mmReplayManager@@UAEXXZ	80	1	mmReplayManager	Reset
004069E0	?Update@mmReplayManager@@UAEXXZ	1040	1	mmReplayManager	Update
00406DF0	?Cull@mmReplayManager@@UAEXXZ	16	1	mmReplayManager	Cull
00406E00	?ProcessCam@mmReplayManager@@AAEXXZ	128	1	mmReplayManager	ProcessCam
00406E80	?StartReplay@mmReplayManager@@AAEXXZ	112	1	mmReplayManager	StartReplay
00406EF0	?SetReplayDesc@mmReplayManager@@QAEXPAD@Z	64	1	mmReplayManager	SetReplayDesc
00406F30	?LoadReplayDesc@mmReplayManager@@QAEHPAD@Z	208	1	mmReplayManager	LoadReplayDesc
00407000	?LoadReplay@mmReplayManager@@QAEXPAD@Z	304	1	mmReplayManager	LoadReplay
00407130	?EndOfReplay@mmReplayManager@@QAE_NXZ	32	1	mmReplayManager	EndOfReplay
00407150	?SaveReplayDesc@mmReplayManager@@QAEXPAD@Z	144	1	mmReplayManager	SaveReplayDesc
004071E0	?SaveReplay@mmReplayManager@@QAEXPAD@Z	240	1	mmReplayManager	SaveReplay
004072D0	?GetBrakes@mmReplayManager@@QAEMXZ	48	1	mmReplayManager	GetBrakes
00407300	?GetHandBrakes@mmReplayManager@@QAEMXZ	48	1	mmReplayManager	GetHandBrakes
00407330	?GetSteering@mmReplayManager@@QAEMXZ	48	1	mmReplayManager	GetSteering
00407360	?GetThrottle@mmReplayManager@@QAEMXZ	48	1	mmReplayManager	GetThrottle
00407390	?GetData@mmReplayManager@@QAEXPAHPA_N@Z	64	1	mmReplayManager	GetData
004073D0	?SetData@mmReplayManager@@QAEXH_N@Z	64	1	mmReplayManager	SetData
00407410	?GetReplayInfo@mmReplayManager@@AAEXXZ	400	1	mmReplayManager	GetReplayInfo
004075A0	?SetReplayInfo@mmReplayManager@@AAEXXZ	384	1	mmReplayManager	SetReplayInfo
00407720	?WriteReplayInfo@mmReplayManager@@AAEXPAVStream@@@Z	512	1	mmReplayManager	WriteReplayInfo
00407920	?ReadReplayInfo@mmReplayManager@@AAEXPAVStream@@@Z	496	1	mmReplayManager	ReadReplayInfo
00407B10	??_GmmReplayManager@@UAEPAXI@Z	48	1	mmReplayManager	`scalar deleting destructor'
00407B40	?GetClassName@asNode@@UAEPADXZ	16	1	asNode	GetClassName
00407B50	?IsStock@@YAHPAD@Z	48	1		IsStock
00407B80	?GetHostCars@@YAXAAVstring@@@Z	256	1		GetHostCars
00407C80	??0mmInterface@@QAE@XZ	5040	1	mmInterface	mmInterface
00409030	?InitPlayerInfo@mmInterface@@QAEXXZ	1168	1	mmInterface	InitPlayerInfo
004094C0	??1mmInterface@@UAE@XZ	288	1	mmInterface	~mmInterface
004095E0	?MessageCallback@mmInterface@@QAEXPAX0@Z	1872	1	mmInterface	MessageCallback
00409D30	?MessageCallback2@mmInterface@@QAEXPAX0@Z	1024	1	mmInterface	MessageCallback2
0040A130	?Reset@mmInterface@@UAEXXZ	16	1	mmInterface	Reset
0040A140	?ShowMain@mmInterface@@QAEXH@Z	912	1	mmInterface	ShowMain
0040A4D0	?GetReplayDescCB@mmInterface@@AAEXXZ	192	1	mmInterface	GetReplayDescCB
0040A590	?ShowLockedVehicleMessage@mmInterface@@QAEXXZ	32	1	mmInterface	ShowLockedVehicleMessage
0040A5B0	?BeDone@mmInterface@@QAEXXZ	272	1	mmInterface	BeDone
0040A6C0	?Update@mmInterface@@UAEXXZ	6560	1	mmInterface	Update
0040C060	mmInterface_IsAutodialEnabled	128	1		mmInterface_IsAutodialEnabled
0040C0E0	?NetJoinCB@mmInterface@@AAEXXZ	96	1	mmInterface	NetJoinCB
0040C140	?NetNameCB@mmInterface@@AAEXXZ	48	1	mmInterface	NetNameCB
0040C170	?JoinGame@mmInterface@@AAEXXZ	64	1	mmInterface	JoinGame
0040C1B0	?JoinLobbyGame@mmInterface@@AAEXXZ	32	1	mmInterface	JoinLobbyGame
0040C1D0	?JoinLAN@mmInterface@@AAEXXZ	144	1	mmInterface	JoinLAN
0040C260	?JoinSerial@mmInterface@@AAEHXZ	192	1	mmInterface	JoinSerial
0040C320	?JoinModem@mmInterface@@AAEHXZ	272	1	mmInterface	JoinModem
0040C430	?UpdateLobby@mmInterface@@QAEXXZ	2912	1	mmInterface	UpdateLobby
0040CF90	?Switch@mmInterface@@QAEXHH@Z	1232	1	mmInterface	Switch
0040D460	?LobbySwitch@mmInterface@@QAEXHH@Z	896	1	mmInterface	LobbySwitch
0040D7E0	?GetUnlockedCar@mmInterface@@AAEXXZ	80	1	mmInterface	GetUnlockedCar
0040D830	?GetUnlockedColor@mmInterface@@AAEXXZ	16	1	mmInterface	GetUnlockedColor
0040D840	?RequestProverb@mmInterface@@AAEXXZ	336	1	mmInterface	RequestProverb
0040D990	?LimitToHostCars@mmInterface@@AAEXVstring@@@Z	336	1	mmInterface	LimitToHostCars
0040DAE0	?PlayerRemoveCB@mmInterface@@AAEXXZ	48	1	mmInterface	PlayerRemoveCB
0040DB10	?PlayerRemove@mmInterface@@AAEXPAD@Z	496	1	mmInterface	PlayerRemove
0040DD00	?PlayerCreateCB@mmInterface@@AAEXXZ	80	1	mmInterface	PlayerCreateCB
0040DD50	?PlayerCreate@mmInterface@@AAEHPAD@Z	480	1	mmInterface	PlayerCreate
0040DF30	?PlayerLoadCB@mmInterface@@AAEXXZ	48	1	mmInterface	PlayerLoadCB
0040DF60	?PlayerGraphicsCB@mmInterface@@AAEXXZ	128	1	mmInterface	PlayerGraphicsCB
0040DFE0	?PlayerLoad@mmInterface@@AAEXPAD@Z	320	1	mmInterface	PlayerLoad
0040E120	?PlayerSwitchCityCB@mmInterface@@AAEXXZ	48	1	mmInterface	PlayerSwitchCityCB
0040E150	?PlayerSetState@mmInterface@@AAEXXZ	560	1	mmInterface	PlayerSetState
0040E380	?CitySetupCB@mmInterface@@AAEXXZ	512	1	mmInterface	CitySetupCB
0040E580	?GetTimeString@mmInterface@@AAEXMPAD@Z	96	1	mmInterface	GetTimeString
0040E5E0	?GetScoreString@mmInterface@@AAEXHPAD@Z	64	1	mmInterface	GetScoreString
0040E620	?GetRaceString@mmInterface@@AAEXHPAD@Z	96	1	mmInterface	GetRaceString
0040E680	?GetRaceName@mmInterface@@AAEPADW4dgGameMode@@HPAD@Z	416	1	mmInterface	GetRaceName
0040E820	?HOFInitRecords@mmInterface@@AAEXHPAD@	208	1	mmInterface	HOFInitRecords
0040E8F0	?HOFCB@mmInterface@@AAEXXZ	48	1	mmInterface	HOFCB
0040E920	?HOFFillRecords@mmInterface@@AAEXPAD@Z	2704	1	mmInterface	HOFFillRecords
0040F3B0	?PlayerInitStats@mmInterface@@AAEXPAD@Z	176	1	mmInterface	PlayerInitStats
0040F460	?PlayerFillStats@mmInterface@@AAEXXZ	448	1	mmInterface	PlayerFillStats
0040F620	?PlayerFillRecords@mmInterface@@AAEXPAD@Z	1200	1	mmInterface	PlayerFillRecords
0040FAD0	?PlayerFillCrashRecords@mmInterface@@AAEXPAD@Z	208	1	mmInterface	PlayerFillCrashRecords
0040FBA0	?PlayerResolveScore@mmInterface@@AAEXXZ	640	1	mmInterface	PlayerResolveScore
0040FE20	?PlayerResolveCars@mmInterface@@AAEXXZ	96	1	mmInterface	PlayerResolveCars
0040FE80	?PlayerReadState@mmInterface@@AAEXXZ	32	1	mmInterface	PlayerReadState
0040FEA0	?RefreshDriverList@mmInterface@@AAEXXZ	176	1	mmInterface	RefreshDriverList
0040FF50	?SetStateRace@mmInterface@@AAEXH@Z	16	1	mmInterface	SetStateRace
0040FF60	?SetStateDefaults@mmInterface@@AAEXXZ	32	1	mmInterface	SetStateDefaults
0040FF80	?InitNetwork@mmInterface@@AAEXXZ	272	1	mmInterface	InitNetwork
00410090	?InitLobby@mmInterface@@QAEXXZ	288	1	mmInterface	InitLobby
004101B0	?InitProtocols@mmInterface@@AAEXXZ	32	1	mmInterface	InitProtocols
004101D0	?ShowSessions@mmInterface@@AAEXXZ	464	1	mmInterface	ShowSessions
004103A0	?ClearSessions@mmInterface@@AAEXXZ	32	1	mmInterface	ClearSessions
004103C0	?RefreshSessions@mmInterface@@AAEXXZ	48	1	mmInterface	RefreshSessions
004103F0	?JoinSession@mmInterface@@AAEHH@Z	480	1	mmInterface	JoinSession
004105D0	?JoinPasswordSession@mmInterface@@AAEHH@Z	384	1	mmInterface	JoinPasswordSession
00410750	?MultiAllReady@mmInterface@@AAE_NXZ	96	1	mmInterface	MultiAllReady
004107B0	?MultiStartGame@mmInterface@@AAEXXZ	256	1	mmInterface	MultiStartGame
004108B0	?MultiFillRoster@mmInterface@@AAEXXZ	128	1	mmInterface	MultiFillRoster
00410930	?SetHostProtocol@mmInterface@@AAEXXZ	160	1	mmInterface	SetHostProtocol
004109D0	?SetProtocol@mmInterface@@AAEXXZ	192	1	mmInterface	SetProtocol
00410A90	?SetProtocol2@mmInterface@@AAEHXZ	80	1	mmInterface	SetProtocol2
00410AE0	?CreatePlayer@mmInterface@@AAEHH@Z	640	1	mmInterface	CreatePlayer
00410D60	?GetHostPlayerData@mmInterface@@AAEHAAUmmPlayerInfo@@@Z	80	1	mmInterface	GetHostPlayerData
00410DB0	?GetUniquePlayerName@mmInterface@@AAEXXZ	224	1	mmInterface	GetUniquePlayerName
00410E90	?ChangePlayerData@mmInterface@@AAEXH@Z	720	1	mmInterface	ChangePlayerData
00411160	?RefreshPlayers@mmInterface@@AAEXXZ	704	1	mmInterface	RefreshPlayers
00411420	?GetSessionData@mmInterface@@AAEXUNETSESSION_DESC@@@Z	592	1	mmInterface	GetSessionData
00411670	?CreateSession@mmInterface@@AAEHXZ	384	1	mmInterface	CreateSession
004117F0	?SetSessionData@mmInterface@@AAEXPAUNETSESSION_DESC@@@Z	432	1	mmInterface	SetSessionData
004119A0	?SetCRStateData@mmInterface@@AAEXXZ	112	1	mmInterface	SetCRStateData
00411A10	?LobbyCreate@mmInterface@@AAEHXZ	880	1	mmInterface	LobbyCreate
00411D80	?SendChatMessage@mmInterface@@AAEXPAX@Z	224	1	mmInterface	SendChatMessage
00411E60	?SendMsg@mmInterface@@AAEXHH@Z	32	1	mmInterface	SendMsg
00411E80	?SendStartMsg@mmInterface@@AAEXXZ	112	1	mmInterface	SendStartMsg
00411EF0	?BootPlayerCB@mmInterface@@AAEXPAX0@Z	48	1	mmInterface	BootPlayerCB
00411F20	?SendBootMsg@mmInterface@@AAEXK@Z	32	1	mmInterface	SendBootMsg
00411F40	?SendReadyStatus@mmInterface@@AAEXXZ	48	1	mmInterface	SendReadyStatus
00411F70	?SendReadyReq@mmInterface@@AAEXXZ	32	1	mmInterface	SendReadyReq
00411F90	?SendHostCars@mmInterface@@AAEXK@Z	128	1	mmInterface	SendHostCars
00412010	?SetupArchiveTest@mmInterface@@QAEXAAH@Z	624	1	mmInterface	SetupArchiveTest
00412280	?PlayUIMusic@mmInterface@@AAEXXZ	192	1	mmInterface	PlayUIMusic
00412340	?RefreshMe@mmInterface@@AAEXXZ	400	1	mmInterface	RefreshMe
004124D0	??_EmmInterface@@UAEPAXI@Z	48	1	mmInterface	`vector deleting destructor'
00412500	?Init@string@@QAEXH@Z	80	1	string	Init
00412550	??0mmGame@@QAE@XZ	448	1	mmGame	mmGame
00412710	?Init@mmGame@@UAEHXZ	2816	1	mmGame	Init
00413210	?InitGizmos@mmGame@@IAEXXZ	352	1	mmGame	InitGizmos
00413370	?InitWeather@mmGame@@IAEXXZ	128	1	mmGame	InitWeather
004133F0	?InitOtherPlayers@mmGame@@UAEXXZ	304	1	mmGame	InitOtherPlayers
00413520	?CollideAIOpponents@mmGame@@QAEXXZ	304	1	mmGame	CollideAIOpponents
00413650	?InitGameStrings@mmGame@@UAEXXZ	752	1	mmGame	InitGameStrings
00413940	??1mmGame@@UAE@XZ	560	1	mmGame	~mmGame
00413B70	?RespawnXYZ@mmGame@@IAEXAAVVector3@@AAM_N22@Z	448	1	mmGame	RespawnXYZ
00413D30	?IsPopupEnabled@mmGame@@QAEHXZ	16	1	mmGame	IsPopupEnabled
00413D40	?Reset@mmGame@@UAEXXZ	176	1	mmGame	Reset
00413DF0	?StartMusic@mmGame@@QAEXXZ	160	1	mmGame	StartMusic
00413E90	?Update@mmGame@@UAEXXZ	864	1	mmGame	Update
004141F0	?UpdateDMusic@mmGame@@QAEXXZ	144	1	mmGame	UpdateDMusic
00414280	?DropThruCityHandler@mmGame@@UAEXXZ	16	1	mmGame	DropThruCityHandler
00414290	?HitWaterHandler@mmGame@@UAEXXZ	16	1	mmGame	HitWaterHandler
004142A0	?UpdateDebugInput@mmGame@@QAE_NXZ	512	1	mmGame	UpdateDebugInput
004144A0	?UpdatePaused@mmGame@@UAEXXZ	272	1	mmGame	UpdatePaused
004145B0	?UpdateHorn@mmGame@@QAEX_N@Z	176	1	mmGame	UpdateHorn
00414660	?UpdateGameInput@mmGame@@QAEXXZ	928	1	mmGame	UpdateGameInput
00414A00	?UpdateSteeringBrakes@mmGame@@QAEXXZ	432	1	mmGame	UpdateSteeringBrakes
00414BB0	?SetIconsState@mmGame@@QAEXXZ	32	1	mmGame	SetIconsState
00414BD0	?PlayerSetState@mmGame@@QAEXXZ	352	1	mmGame	PlayerSetState
00414D30	?BeDone@mmGame@@UAEXH@Z	208	1	mmGame	BeDone
00414E00	?CalculateRaceScore@mmGame@@IAEHHH@Z	80	1	mmGame	CalculateRaceScore
00414E50	?SendChatMessage@mmGame@@UAEXPAD@Z	112	1	mmGame	SendChatMessage
00414EC0	?FarClipCB@mmGame@@QAEXXZ	48	1	mmGame	FarClipCB
00414EF0	?SetLevelGraphics@mmGame@@QAEXXZ	128	1	mmGame	SetLevelGraphics
00414F70	?CycleCam@mmGame@@QAEXXZ	16	1	mmGame	CycleCam
00414F80	?NetHost@mmGame@@QAEHXZ	32	1	mmGame	NetHost
00414FA0	?FindGroundPos@mmGame@@QAEXAAVVector3@@0@Z	592	1	mmGame	FindGroundPos
004151F0	??_GmmGame@@UAEPAXI@Z	48	1	mmGame	`scalar deleting destructor'
00415220	??0phIntersectionPoint@@QAE@XZ	16	1	phIntersectionPoint	phIntersectionPoint
00415230	??0phIntersection@@QAE@XZ	16	1	phIntersection	phIntersection
00415240	?init_gizmo_mgr@@YAPAVgizSailboatMgr@@PAVmmGame@@PBD1@Z	448	1		init_gizmo_mgr
00415400	?init_gizmo_mgr@@YAPAVgizBridgeMgr@@PAVmmGame@@PBD1@Z	448	1		init_gizmo_mgr
004155C0	?init_gizmo_mgr@@YAPAVgizTrainMgr@@PAVmmGame@@PBD1@Z	448	1		init_gizmo_mgr
00415780	?init_gizmo_mgr@@YAPAVgizFerryMgr@@PAVmmGame@@PBD1@Z	448	1		init_gizmo_mgr
00415940	?init_gizmo_mgr@@YAPAVgizParkedCarMgr@@PAVmmGame@@PBD1@Z	448	1		init_gizmo_mgr
00415B00	??0mmSingleStunt@@QAE@XZ	192	1	mmSingleStunt	mmSingleStunt
00415BC0	??1mmSingleStunt@@UAE@XZ	128	1	mmSingleStunt	~mmSingleStunt
00415C40	?Init@mmSingleStunt@@UAEHXZ	256	1	mmSingleStunt	Init
00415D40	?InitMyPlayer@mmSingleStunt@@UAEXXZ	112	1	mmSingleStunt	InitMyPlayer
00415DB0	?InitHUD@mmSingleStunt@@UAEXXZ	704	1	mmSingleStunt	InitHUD
00416070	?LoadEventFile@mmSingleStunt@@AAE_NPAD@Z	672	1	mmSingleStunt	LoadEventFile
00416310	?InitNewEvent@mmSingleStunt@@QAEXXZ	320	1	mmSingleStunt	InitNewEvent
00416450	?InitGameObjects@mmSingleStunt@@UAEXXZ	720	1	mmSingleStunt	InitGameObjects
00416720	?InitOtherPlayers@mmSingleStunt@@UAEXXZ	64	1	mmSingleStunt	InitOtherPlayers
00416760	?Reset@mmSingleStunt@@UAEXXZ	192	1	mmSingleStunt	Reset
00416820	?EnableRacers@mmSingleStunt@@QAEXXZ	224	1	mmSingleStunt	EnableRacers
00416900	?GetOpponentIndex@mmSingleStunt@@AAEHXZ	32	1	mmSingleStunt	GetOpponentIndex
00416920	?HitWaterHandler@mmSingleStunt@@UAEXXZ	80	1	mmSingleStunt	HitWaterHandler
00416970	?Update@mmSingleStunt@@UAEXXZ	16	1	mmSingleStunt	Update
00416980	?UpdateGameInput@mmSingleStunt@@UAEXH@Z	16	1	mmSingleStunt	UpdateGameInput
00416990	?UpdateGame@mmSingleStunt@@UAEXXZ	192	1	mmSingleStunt	UpdateGame
00416A50	?UpdateEvade@mmSingleStunt@@AAEXXZ	1504	1	mmSingleStunt	UpdateEvade
00417030	?UpdateAccel@mmSingleStunt@@AAEXXZ	1168	1	mmSingleStunt	UpdateAccel
004174C0	?UpdateJump@mmSingleStunt@@AAEXXZ	1616	1	mmSingleStunt	UpdateJump
00417B10	?UpdateChase@mmSingleStunt@@AAEXXZ	1504	1	mmSingleStunt	UpdateChase
004180F0	?UpdateFrogger@mmSingleStunt@@AAEXXZ	1712	1	mmSingleStunt	UpdateFrogger
004187A0	?UpdateCorner@mmSingleStunt@@AAEXXZ	2160	1	mmSingleStunt	UpdateCorner
00419010	?UpdateBlitz@mmSingleStunt@@AAEXXZ	1504	1	mmSingleStunt	UpdateBlitz
004195F0	?UpdateStop@mmSingleStunt@@AAEXXZ	1696	1	mmSingleStunt	UpdateStop
00419C90	?UpdateCollide@mmSingleStunt@@AAEXXZ	1184	1	mmSingleStunt	UpdateCollide
0041A130	?CheckTimeUp@mmSingleStunt@@AAE_NXZ	128	1	mmSingleStunt	CheckTimeUp
0041A1B0	?CheckCopPursuit@mmSingleStunt@@AAE_NXZ	352	1	mmSingleStunt	CheckCopPursuit
0041A310	?HUDMessage@mmSingleStunt@@AAEXH@Z	48	1	mmSingleStunt	HUDMessage
0041A340	?EventSoundCtrl@mmSingleStunt@@QAEX_NH@Z	80	1	mmSingleStunt	EventSoundCtrl
0041A390	?PlayTimerWarning@mmSingleStunt@@AAEXM@Z	208	1	mmSingleStunt	PlayTimerWarning
0041A460	?SwitchState@mmSingleStunt@@UAEXH@Z	16	1	mmSingleStunt	SwitchState
0041A470	?NextRaceAvailable@mmSingleStunt@@AAE_NXZ	32	1	mmSingleStunt	NextRaceAvailable
0041A490	?NextRace@mmSingleStunt@@UAEXXZ	608	1	mmSingleStunt	NextRace
0041A6F0	?RegisterFinish@mmSingleStunt@@QAEHH@Z	848	1	mmSingleStunt	RegisterFinish
0041AA40	??_EmmSingleStunt@@UAEPAXI@Z	48	1	mmSingleStunt	`vector deleting destructor'
0041AA70	??0mmPlayerRecord@@QAE@ABV0@@Z	128	1	mmPlayerRecord	mmPlayerRecord
0041AAF0	??_GBase@@UAEPAXI@Z	48	1	Base	`scalar deleting destructor'
0041AB20	??_GmmPlayerRecord@@UAEPAXI@Z	48	1	mmPlayerRecord	`scalar deleting destructor'
0041AB50	?FileIO@mmInfoBase@@UAEXAAVdatParser@@@Z	16	1	mmInfoBase	FileIO
0041AB60	??_GmmInfoBase@@UAEPAXI@Z	48	1	mmInfoBase	`scalar deleting destructor'
0041AB90	??1mmInfoBase@@UAE@XZ	16	1	mmInfoBase	~mmInfoBase
0041ABA0	?GetWaypoints@mmGameSingle@@UAEPAVmmWaypoints@@XZ	32	1	mmGameSingle	GetWaypoints
0041ABC0	??0mmCCData@@QAE@XZ	32	1	mmCCData	mmCCData
0041ABE0	??1mmCCData@@QAE@XZ	16	1	mmCCData	~mmCCData
