va	mangled	size	code	class	name
004A4550	?Draw@modStatic@@QBEXPAVmodShader@@@Z	384	1	modStatic	Draw
004A46D0	??0modPackage@@QAE@XZ	32	1	modPackage	modPackage
004A46F0	??1modPackage@@QAE@XZ	16	1	modPackage	~modPackage
004A4700	?Open@modPackage@@QAE_NPBD0@Z	144	1	modPackage	Open
004A4790	?Close@modPackage@@QAEXXZ	32	1	modPackage	Close
004A47B0	?OpenFile@modPackage@@QAEPAVStream@@PBD@Z	80	1	modPackage	OpenFile
004A4800	?CloseFile@modPackage@@QAEXXZ	32	1	modPackage	CloseFile
004A4820	?NextItem@modPackage@@AAEXXZ	176	1	modPackage	NextItem
004A48D0	?SkipTo@modPackage@@QAEXPBD@Z	160	1	modPackage	SkipTo
004A4970	?Skip@modPackage@@QAEXXZ	48	1	modPackage	Skip
004A49A0	?Optimize@modStatic@@QAEXPAVmodShader@@@Z	128	1	modStatic	Optimize
004A4A20	?DrawNoAlpha@modStatic@@QBEXPAVmodShader@@@Z	48	1	modStatic	DrawNoAlpha
004A4A50	?DrawEnvMapped@modStatic@@QBEXPAVmodShader@@PAVgfxTexture@@M@Z	224	1	modStatic	DrawEnvMapped
004A4B30	?DrawOrthoMapped@modStatic@@QBEXPAVmodShader@@PAVgfxTexture@@MI@Z	288	1	modStatic	DrawOrthoMapped
004A4C50	?DrawWithTexGenAndTexMatrix@modStatic@@QBEXXZ	80	1	modStatic	DrawWithTexGenAndTexMatrix
004A4CA0	?Clone@modStatic@@QBEPAV1@XZ	192	1	modStatic	Clone
004A4D60	?CopyFrom@modStatic@@QAEXPBV1@@Z	80	1	modStatic	CopyFrom
004A4DB0	?GetAdjunctCount@modStatic@@QBEHXZ	48	1	modStatic	GetAdjunctCount
004A4DE0	?GetTriCount@modStatic@@QBEHXZ	80	1	modStatic	GetTriCount
004A4E30	?modGetStatic@@YAPAVmodStatic@@PBDP6AXAAVVector3@@PAX@Z2_N@Z	1104	1		modGetStatic
004A5280	?GetPivot@@YA_NAAVMatrix34@@PBD1@Z	96	1		GetPivot
004A52E0	?modGetStatic@@YAPAVmodStatic@@PBDAAM_N@Z	112	1		modGetStatic
004A5350	j_nullsub_237	16	1		j_nullsub_237
004A5360	nullsub_237	16	1		nullsub_237
004A5370	?vgl_VERTEX_VCT1@@YAXMMM@Z	144	1		vgl_VERTEX_VCT1
004A5400	?vgl_VERTEX_VNT1@@YAXMMM@Z	144	1		vgl_VERTEX_VNT1
004A5490	?vglSetFormat@@YAXIIII@Z	80	1		vglSetFormat
004A54E0	j_nullsub_238	16	1		j_nullsub_238
004A54F0	nullsub_238	16	1		nullsub_238
004A5500	?vglBegin@@YAXW4gfxDrawMode@@H@Z	1424	1		vglBegin
004A5A90	?vglEnd@@YAXXZ	128	1		vglEnd
004A5B10	?vglBeginBatch@@YAXXZ	112	1		vglBeginBatch
004A5B80	?vglEndBatch@@YAXXZ	32	1		vglEndBatch
004A5BA0	?vglBindTexture@@YAXPAVgfxTexture@@@Z	176	1		vglBindTexture
004A5C50	?vglDrawLabel@@YAXABVVector3@@PBD@Z	176	1		vglDrawLabel
004A5D00	?vglDrawLabelf@@YAXABVVector3@@PBDZZ	48	1		vglDrawLabelf
004A5D30	?vglSetCloudMap@@YAXPBD@Z	176	1		vglSetCloudMap
004A5DE0	?vglSetOffset@@YAXMMM@Z	288	1		vglSetOffset
004A5F00	?rglEnableDisable@@YA_NW4rglToken@@_N@Z	256	1		rglEnableDisable
004A6000	?rglIsEnabled@@YA_NW4rglToken@@@Z	96	1		rglIsEnabled
004A6060	?rglWorldMatrix@@YAXABVMatrix34@@@Z	176	1		rglWorldMatrix
004A6110	?rglWorldIdentity@@YAXXZ	48	1		rglWorldIdentity
004A6140	?rglCard@@YAXABVVector3@@@Z	32	1		rglCard
004A6160	?rglBindTexture2@@YAXPBVgfxTexture@@@Z	48	1		rglBindTexture2
004A6190	?tglDrawParticle@@YAXABVVector3@@MABVVector4@@@Z	960	1		tglDrawParticle
004A6550	?tglDrawRotatedParticle@@YAXABVVector3@@MMABVVector4@@@Z	1056	1		tglDrawRotatedParticle
004A6970	?rglOpenPipe@@YAXHH_N@Z	144	1		rglOpenPipe
004A6A00	?rglClosePipe@@YAXXZ	16	1		rglClosePipe
004A6A10	?rglBeginFrame@@YAXI@Z	48	1		rglBeginFrame
004A6A40	?rglEndFrame@@YAXXZ	16	1		rglEndFrame
004A6A50	?rglCameraMatrix@@YAXABVMatrix34@@@Z	32	1		rglCameraMatrix
004A6A70	?rglAlive@@YAHXZ	64	1		rglAlive
004A6AB0	?rglDrawBox@@YAXABVVector3@@ABVMatrix34@@@Z	640	1		rglDrawBox
004A6D30	?rglDrawSolidBox@@YAXABVVector3@@ABVMatrix34@@0@Z	800	1		rglDrawSolidBox
004A7050	?rglDrawAxis@@YAXMABVMatrix34@@@Z	160	1		rglDrawAxis
004A70F0	?rglDrawSphere@@YAXMH@Z	272	1		rglDrawSphere
004A7200	?rglDrawSphere@@YAXMABVMatrix34@@H@Z	48	1		rglDrawSphere
004A7230	?rglDrawEllipsoid@@YAXABVVector3@@ABVMatrix34@@H@Z	224	1		rglDrawEllipsoid
004A7310	?rglDrawParticle@@YAXABVVector3@@MABVVector4@@@Z	560	1		rglDrawParticle
004A7540	?rglResetDrawTexture@@YAXXZ	32	1		rglResetDrawTexture
004A7560	?rglDrawTexture@@YAXPAVgfxTexture@@@Z	464	1		rglDrawTexture
004A7730	j_nullsub_330	16	1		j_nullsub_330
004A7740	nullsub_330	16	1		nullsub_330
004A7750	?rglPushMatrix@@YAXXZ	64	1		rglPushMatrix
004A7790	?rglPopMatrix@@YAXXZ	64	1		rglPopMatrix
004A77D0	?rglMultMatrix@@YAXAAVMatrix34@@@Z	176	1		rglMultMatrix
004A7880	?mkfrgba@@YAIMMMM@Z	96	1		mkfrgba
004A78E0	??0datParser@@QAE@PBD@Z	64	1	datParser	datParser
004A7920	??1datParser@@QAE@XZ	32	1	datParser	~datParser
004A7940	??1datParserRecord@@QAE@XZ	64	1	datParserRecord	~datParserRecord
004A7980	?AddParser@datParser@@QAEPAV1@PBDPAVdatCallback@@@Z	80	1	datParser	AddParser
004A79D0	?AddRecord@datParser@@AAEAAVdatParserRecord@@HPBDPAXGPAVdatCallback@@@Z	192	1	datParser	AddRecord
004A7A90	?Load@datParser@@QAE_NPAVStream@@PBD@Z	96	1	datParser	Load
004A7AF0	?Load@datParser@@QAE_NPBD0@Z	80	1	datParser	Load
004A7B40	?Load@datParser@@QAE_NPBD00@Z	80	1	datParser	Load
004A7B90	?Save@datParser@@QAE_NPAVStream@@PBD_N@Z	112	1	datParser	Save
004A7C00	?Save@datParser@@QAE_NPBD0_N@Z	80	1	datParser	Save
004A7C50	?Save@datParser@@QAE_NPBD00_N@Z	80	1	datParser	Save
004A7CA0	?Read@datParser@@AAEXAAVdatBaseTokenizer@@@Z	720	1	datParser	Read
004A7F70	?Write@datParser@@AAEXAAVdatBaseTokenizer@@@Z	608	1	datParser	Write
004A81D0	?Indent@datParser@@AAEXAAVdatBaseTokenizer@@@Z	48	1	datParser	Indent
004A8200	?ParseCSVLine@@YAHPBDHHZZ	112	1		ParseCSVLine
004A8270	?Kill@parCsvFile@@QAEXXZ	128	1	parCsvFile	Kill
004A82F0	?Load@parCsvFile@@QAE_NPBD0_NH@Z	784	1	parCsvFile	Load
004A8600	?Print@parCsvFile@@QBEXXZ	160	1	parCsvFile	Print
004A86A0	?GetInt@parCsvFile@@QBEHHH@Z	48	1	parCsvFile	GetInt
004A86D0	?GetFloat@parCsvFile@@QBEMHH@Z	48	1	parCsvFile	GetFloat
004A8700	?GetColumn@parCsvFile@@QBEHPBD@Z	96	1	parCsvFile	GetColumn
004A8760	?GetRow@parCsvFile@@QBEHHPBD@Z	112	1	parCsvFile	GetRow
004A87D0	?GetRowSafe@parCsvFile@@QBEHHPBD@Z	96	1	parCsvFile	GetRowSafe
004A8830	?SetString@parCsvFile@@QAEXHHPBD@Z	64	1	parCsvFile	SetString
004A8870	?SetInt@parCsvFile@@QAEXHHH@Z	64	1	parCsvFile	SetInt
004A88B0	?SetFloat@parCsvFile@@QAEXHHM@Z	64	1	parCsvFile	SetFloat
004A88F0	?gfxWindowProc@gfxPipeline@@CGJPAUHWND__@@IIJ@Z	400	1	gfxPipeline	gfxWindowProc
004A8A80	gfxPipeline_SetLostCallback	16	1		gfxPipeline_SetLostCallback
004A8A90	?gfxWindowCreate@gfxPipeline@@CAXPBD@Z	528	1	gfxPipeline	gfxWindowCreate
004A8CA0	?SetWindow@gfxPipeline@@SAX_NHH@Z	64	1	gfxPipeline	SetWindow
004A8CE0	?SetRes@gfxPipeline@@SAXHHHH_N@Z	976	1	gfxPipeline	SetRes
004A90B0	?CreateViewport@gfxPipeline@@SAPAVgfxViewport@@XZ	96	1	gfxPipeline	CreateViewport
004A9110	?Manage@gfxPipeline@@SAXXZ	112	1	gfxPipeline	Manage
004A9180	?SetTitle@gfxPipeline@@SAXPBD@Z	32	1	gfxPipeline	SetTitle
004A91A0	?gfxEnumZ@gfxPipeline@@CGJPAU_DDPIXELFORMAT@@PAX@Z	80	1	gfxPipeline	gfxEnumZ
004A91F0	?gfxEnumTexs@gfxPipeline@@CGJPAU_DDPIXELFORMAT@@PAX@Z	128	1	gfxPipeline	gfxEnumTexs
004A9270	?MultiMonCallback@@YGHPAU_GUID@@PAD1PAXPAUHMONITOR__@@@Z	64	1		MultiMonCallback
004A92B0	?SafeBeginGfx@gfxPipeline@@SAXXZ	160	1	gfxPipeline	SafeBeginGfx
004A9350	?BeginGfx@gfxPipeline@@SA_NXZ	32	1	gfxPipeline	BeginGfx
004A9370	?BeginGfx2D@gfxPipeline@@SA_NXZ	560	1	gfxPipeline	BeginGfx2D
004A95A0	?DDEnumProc@@YGHPAU_GUID@@PADPADPAX@Z	160	1		DDEnumProc
004A9640	?EnumDDAdapters@gfxPipeline@@SAXHP6GHPAU_GUID@@PADPADPAX@Z3@Z	128	1	gfxPipeline	EnumDDAdapters
004A96C0	?BeginGfx3D@gfxPipeline@@SA_NXZ	2672	1	gfxPipeline	BeginGfx3D
004AA130	?BeginFrame@gfxPipeline@@SAXXZ	320	1	gfxPipeline	BeginFrame
004AA270	?BeginScene@gfxPipeline@@SAXXZ	64	1	gfxPipeline	BeginScene
004AA2B0	?EndScene@gfxPipeline@@SAXXZ	128	1	gfxPipeline	EndScene
004AA330	?EndFrame@gfxPipeline@@SAXXZ	608	1	gfxPipeline	EndFrame
004AA590	?BeginOffscreen@gfxPipeline@@SAXXZ	16	1	gfxPipeline	BeginOffscreen
004AA5A0	?EndOffscreen@gfxPipeline@@SAXXZ	16	1	gfxPipeline	EndOffscreen
004AA5B0	?FlushFrame@gfxPipeline@@SAXXZ	16	1	gfxPipeline	FlushFrame
004AA5C0	?RefreshFrame@gfxPipeline@@SAXXZ	400	1	gfxPipeline	RefreshFrame
004AA750	?EndGfx@gfxPipeline@@SAXXZ	16	1	gfxPipeline	EndGfx
004AA760	?EndGfx3D@gfxPipeline@@SAXXZ	640	1	gfxPipeline	EndGfx3D
004AA9E0	?EnumAllSurfCallback@@YGJPAUIDirectDrawSurface7@@PAUDDSURFACEDESC2@@PAX@Z	48	1		EnumAllSurfCallback
004AAA10	?EndGfx2D@gfxPipeline@@SAXXZ	224	1	gfxPipeline	EndGfx2D
004AAAF0	?Draw@gfxPipeline@@SAXW4gfxDrawMode@@IHABUgfxStridedData@@@Z	96	1	gfxPipeline	Draw
004AAB50	?Draw@gfxPipeline@@SAXW4gfxDrawMode@@IHPAX@Z	96	1	gfxPipeline	Draw
004AABB0	?DrawIdx@gfxPipeline@@SAXW4gfxDrawMode@@IHABUgfxStridedData@@IPAG@Z	112	1	gfxPipeline	DrawIdx
004AAC20	?DrawIdx@gfxPipeline@@SAXW4gfxDrawMode@@IHPAXIPAG@Z	112	1	gfxPipeline	DrawIdx
004AAC90	?CreateReadbackImage@gfxPipeline@@SAPAVgfxImage@@XZ	48	1	gfxPipeline	CreateReadbackImage
004AACC0	?Readback@gfxPipeline@@SAXPAVgfxImage@@HHHH@Z	256	1	gfxPipeline	Readback
004AADC0	?Clear@gfxPipeline@@SAXHIMI@Z	256	1	gfxPipeline	Clear
004AAEC0	?Blit2D@gfxPipeline@@SAXABVVector4@@PAGPAEHI@Z	768	1	gfxPipeline	Blit2D
004AB1C0	?BlitText@gfxPipeline@@SAXABVVector4@@PAGPAEHI@Z	768	1	gfxPipeline	BlitText
004AB4C0	?CopyBitmap@gfxPipeline@@SAXHHPAVgfxBitmap@@HHHH_N@Z	96	1	gfxPipeline	CopyBitmap
004AB520	?ClearRect@gfxPipeline@@SAXHHHHI@Z	80	1	gfxPipeline	ClearRect
004AB570	?SetRenderTarget@gfxPipeline@@SA_NPBVgfxTexture@@@Z	240	1	gfxPipeline	SetRenderTarget
004AB660	??0gfxVertexBuffer@@QAE@PAUIDirect3DVertexBuffer7@@@Z	48	1	gfxVertexBuffer	gfxVertexBuffer
004AB690	??0gfxVertexBuffer@@QAE@II@Z	80	1	gfxVertexBuffer	gfxVertexBuffer
004AB6E0	??1gfxVertexBuffer@@QAE@XZ	80	1	gfxVertexBuffer	~gfxVertexBuffer
004AB730	?RestoreAll@gfxVertexBuffer@@SAXXZ	208	1	gfxVertexBuffer	RestoreAll
004AB800	?KillAll@gfxVertexBuffer@@SAXXZ	48	1	gfxVertexBuffer	KillAll
004AB830	?CreateVertexBuffer@gfxPipeline@@SAPAUgfxVertexBuffer@@II_N@Z	288	1	gfxPipeline	CreateVertexBuffer
004AB950	?DestroyVertexBuffer@gfxPipeline@@SAXPAUgfxVertexBuffer@@@Z	32	1	gfxPipeline	DestroyVertexBuffer
004AB970	?DoLockVertexBuffer@gfxPipeline@@SAPAXPAUgfxVertexBuffer@@I@Z	80	1	gfxPipeline	DoLockVertexBuffer
004AB9C0	?DoUnlockVertexBuffer@gfxPipeline@@CAXPAUgfxVertexBuffer@@@Z	64	1	gfxPipeline	DoUnlockVertexBuffer
004ABA00	?OptimizeVertexBuffer@gfxPipeline@@CAXPAUgfxVertexBuffer@@@Z	80	1	gfxPipeline	OptimizeVertexBuffer
004ABA50	?DrawVB@gfxPipeline@@SAXW4gfxDrawMode@@IIPAUgfxVertexBuffer@@@Z	240	1	gfxPipeline	DrawVB
004ABB40	?DrawIdxVB@gfxPipeline@@SAXW4gfxDrawMode@@IIPAUgfxVertexBuffer@@IPAG@Z	272	1	gfxPipeline	DrawIdxVB
004ABC50	?PersistVertexBuffer@gfxPipeline@@SAXPAUgfxVertexBuffer@@@Z	176	1	gfxPipeline	PersistVertexBuffer
004ABD00	?gfxSaveSettings@@YA_NXZ	112	1		gfxSaveSettings
004ABD70	?gfxLoadSettings@@YA_NXZ	144	1		gfxLoadSettings
004ABE00	?gfxAutoDetect@@YA_NPA_N@Z	560	1		gfxAutoDetect
004AC030	AutoDetectCallback	928	1		AutoDetectCallback
004AC3D0	DeviceCallback	368	1		DeviceCallback
004AC540	gfxLoadVideoDatabse	432	1		gfxLoadVideoDatabse
004AC6F0	ResCallback	304	1		ResCallback
004AC820	?gfxSafeMode@@YAXXZ	80	1		gfxSafeMode
004AC870	?gfxApplySettings@@YAXXZ	64	1		gfxApplySettings
004AC8B0	?gfxDebugf@@YAXHPBDZZ	16	1		gfxDebugf
004AC8C0	?ilog2@@YAHH@Z	32	1		ilog2
004AC8E0	??0gfxTexture@@AAE@XZ	48	1	gfxTexture	gfxTexture
004AC910	??1gfxTexture@@AAE@XZ	160	1	gfxTexture	~gfxTexture
004AC9B0	?KillAll@gfxTexture@@SAXXZ	64	1	gfxTexture	KillAll
004AC9F0	?SetLODs@gfxTexture@@SAXXZ	32	1	gfxTexture	SetLODs
004ACA10	?MarkFirstUse@gfxTexture@@AAEXXZ	32	1	gfxTexture	MarkFirstUse
004ACA30	?MarkHigherUse@gfxTexture@@AAEXXZ	96	1	gfxTexture	MarkHigherUse
004ACA90	?Create@gfxTexture@@SAPAV1@HHW4gfxImageFormat@gfxImage@@0H@Z	1536	1	gfxTexture	Create
004AD090	?Create@gfxTexture@@SAPAV1@PAVgfxImage@@_N@Z	112	1	gfxTexture	Create
004AD100	?Load@gfxTexture@@QAEXPAVgfxImage@@@Z	1568	1	gfxTexture	Load
004AD720	?CreateFromTexture@gfxTexture@@QAEPAV1@PBDHHHH@Z	16	1	gfxTexture	CreateFromTexture
004AD730	?SetDefaultMIPMapEnv@gfxTexture@@SAXIM@Z	16	1	gfxTexture	SetDefaultMIPMapEnv
004AD740	?GetDefaultMIPMapEnv@gfxTexture@@SAXAAIAAM@Z	16	1	gfxTexture	GetDefaultMIPMapEnv
004AD750	?SetMIPMapEnv@gfxTexture@@QAEXIM@Z	16	1	gfxTexture	SetMIPMapEnv
004AD760	?GetMIPMapEnv@gfxTexture@@QAEXAAIAAM@Z	16	1	gfxTexture	GetMIPMapEnv
004AD770	?CalcMIPMapEnv@gfxTexture@@SAXHHAAG0@Z	16	1	gfxTexture	CalcMIPMapEnv
004AD780	?EnableTrilinearMipMaping@gfxTexture@@SAX_N@Z	16	1	gfxTexture	EnableTrilinearMipMaping
004AD790	?PreLoad@gfxTexture@@QAEXXZ	80	1	gfxTexture	PreLoad
004AD7E0	?MakeResident@gfxTexture@@QAEXXZ	64	1	gfxTexture	MakeResident
004AD820	?MakeUnresident@gfxTexture@@QAEXXZ	16	1	gfxTexture	MakeUnresident
004AD830	?MakeAllUnresident@gfxTexture@@SAXXZ	32	1	gfxTexture	MakeAllUnresident
004AD850	?EnableCache@gfxTexture@@SAX_N@Z	48	1	gfxTexture	EnableCache
004AD880	?InitCache@gfxTexture@@SAXXZ	592	1	gfxTexture	InitCache
004ADAD0	??0gfxTextureCacheEntry@@AAE@PAUIDirectDrawSurface7@@PAV0@@Z	48	1	gfxTextureCacheEntry	gfxTextureCacheEntry
004ADB00	?Evict@gfxTextureCacheEntry@@QAEXXZ	48	1	gfxTextureCacheEntry	Evict
004ADB30	?Lease@gfxTextureCacheEntry@@QAEXPAVgfxTexture@@@Z	64	1	gfxTextureCacheEntry	Lease
004ADB70	??1gfxTextureCacheEntry@@QAE@XZ	32	1	gfxTextureCacheEntry	~gfxTextureCacheEntry
004ADB90	??0gfxTextureCachePool@@QAE@PAV0@@Z	32	1	gfxTextureCachePool	gfxTextureCachePool
004ADBB0	??1gfxTextureCachePool@@QAE@XZ	48	1	gfxTextureCachePool	~gfxTextureCachePool
004ADBE0	?IsCompatibleWith@gfxTextureCachePool@@QAE_NPAVgfxTexture@@@Z	176	1	gfxTextureCachePool	IsCompatibleWith
004ADC90	?Init@gfxTextureCachePool@@QAEXPAVgfxTexture@@@Z	96	1	gfxTextureCachePool	Init
004ADCF0	?FindEntry@gfxTextureCachePool@@QAEXPAVgfxTexture@@@Z	64	1	gfxTextureCachePool	FindEntry
004ADD30	?AddSlot@gfxTextureCachePool@@QAE_NXZ	256	1	gfxTextureCachePool	AddSlot
004ADE30	?ShutdownCache@gfxTexture@@SAXXZ	160	1	gfxTexture	ShutdownCache
004ADED0	?FindEntry@gfxTexture@@QAEPAUIDirectDrawSurface7@@XZ	48	1	gfxTexture	FindEntry
004ADF00	?CreateRenderTarget@gfxTexture@@SAPAV1@HHII@Z	208	1	gfxTexture	CreateRenderTarget
004ADFD0	?CreateCubeMap@gfxTexture@@SAPAV1@HHQAPAV1@@Z	464	1	gfxTexture	CreateCubeMap
004AE1A0	?SetTexEnv@gfxTexture@@QAEXI@Z	16	1	gfxTexture	SetTexEnv
004AE1B0	?SetName@gfxTexture@@QAEXPBD@Z	48	1	gfxTexture	SetName
004AE1E0	?Blit@gfxTexture@@QAEXHHPAV1@HHHH@Z	112	1	gfxTexture	Blit
004AE250	?Clone@gfxTexture@@QAEPAV1@XZ	288	1	gfxTexture	Clone
004AE370	??0gfxBitmap@@AAE@HH@Z	64	1	gfxBitmap	gfxBitmap
004AE3B0	?SetName@gfxBitmap@@QAEXPBD@Z	48	1	gfxBitmap	SetName
004AE3E0	??1gfxBitmap@@AAE@XZ	96	1	gfxBitmap	~gfxBitmap
004AE440	?KillAll@gfxBitmap@@SAXXZ	64	1	gfxBitmap	KillAll
004AE480	?Create@gfxBitmap@@SAPAV1@PAVgfxImage@@_N@Z	80	1	gfxBitmap	Create
004AE4D0	?Create@gfxBitmap@@SAPAV1@HH_N@Z	176	1	gfxBitmap	Create
004AE580	?Clear@gfxBitmap@@QAEXI@Z	64	1	gfxBitmap	Clear
004AE5C0	?Load@gfxBitmap@@QAE_NPAVgfxImage@@@Z	768	1	gfxBitmap	Load
004AE8C0	??1gfxImage@@AAE@XZ	96	1	gfxImage	~gfxImage
004AE920	?Create@gfxImage@@SAPAV1@HHW4gfxImageFormat@1@0H@Z	272	1	gfxImage	Create
004AEA30	?GetFont@gfxImage@@SAPAV1@AAH0@Z	368	1	gfxImage	GetFont
004AEBA0	?Halve@gfxImage@@QAEXXZ	240	1	gfxImage	Halve
004AEC90	?GenerateMipmaps@gfxImage@@QAEXXZ	304	1	gfxImage	GenerateMipmaps
004AEDC0	?Scale@gfxImage@@QAEXHH@Z	992	1	gfxImage	Scale
004AF1A0	?Reformat@gfxImage@@QAEXW4gfxImageFormat@1@0@Z	304	1	gfxImage	Reformat
004AF2D0	?GetDominantColor@gfxImage@@QBEIXZ	416	1	gfxImage	GetDominantColor
004AF470	?Flip@gfxImage@@QAEXXZ	112	1	gfxImage	Flip
004AF4E0	?gfxSaveTargaImage@@YA_NPBDPAVgfxImage@@@Z	1040	1		gfxSaveTargaImage
004AF8F0	?gfxOpenRawBmpStream@@YAPAVStream@@PBDHH@Z	368	1		gfxOpenRawBmpStream
004AFA60	?gfxWriteRawBmpStream@@YAXPAVStream@@PAXH@Z	48	1		gfxWriteRawBmpStream
004AFA90	?gfxCloseRawBmpStream@@YAXPAVStream@@@Z	32	1		gfxCloseRawBmpStream
004AFAB0	?gfxSaveBmpImage@@YA_NPBDPAVgfxImage@@@Z	816	1		gfxSaveBmpImage
004AFDE0	?gfxLoadTargaImage@@YAPAVgfxImage@@PBD_N@Z	480	1		gfxLoadTargaImage
004AFFC0	?gfxLoadTexImage@@YAPAVgfxImage@@PBD_N@Z	181	1		gfxLoadTexImage
004B0075	LoadTEX_P8	484	1		LoadTEX_P8
004B0259	LoadTEX_PA8	486	1		LoadTEX_PA8
004B043F	LoadTEX_P8A8	238	1		LoadTEX_P8A8
004B052D	LoadTEX_P4	579	1		LoadTEX_P4
004B0770	LoadTEX_PA4	598	1		LoadTEX_PA4
004B09C6	LoadTEX_RGB888	104	1		LoadTEX_RGB888
004B0A2E	LoadTEX_RGBA8888	97	1		LoadTEX_RGBA8888
004B0A8F	LoadTEX_ARGB1555	97	1		LoadTEX_ARGB1555
004B0AF0	LoadTEX_Invalid	192	1		LoadTEX_Invalid
004B0BB0	texImage_CheckRes	32	1		texImage_CheckRes
004B0BD0	?gfxLoadRawImage@@YAPAVgfxImage@@PBD_N@Z	384	1		gfxLoadRawImage
004B0D50	?gfxLoadBmpImage@@YAPAVgfxImage@@PBD_N@Z	752	1		gfxLoadBmpImage
004B1040	?gfxLoadImageAll@@YAPAVgfxImage@@PBD_N@Z	80	1		gfxLoadImageAll
004B1090	?gfxDrawFont@@YAXABVVector4@@PBDABUgfxFontInfo@@@Z	304	1		gfxDrawFont
004B11C0	?gfxDrawFont@@YAXHHPBDABUgfxFontInfo@@@Z	64	1		gfxDrawFont
004B1200	?gfxCreateFont@@YAXXZ	96	1		gfxCreateFont
004B1260	?gfxFontGetWidth@@YAHXZ	16	1		gfxFontGetWidth
004B1270	?gfxFontGetHeight@@YAHXZ	16	1		gfxFontGetHeight
004B1280	?gfxDrawFont@@YAXHHPBD@Z	80	1		gfxDrawFont
004B12D0	?gfxReleaseFont@@YAXXZ	96	1		gfxReleaseFont
004B1330	?gfxComputeFontExtents@@YAXAAH0PBDABUgfxFontInfo@@@Z	112	1		gfxComputeFontExtents
004B13A0	??0gfxViewport@@AAE@XZ	256	1	gfxViewport	gfxViewport
004B14A0	?ResetWindow@gfxViewport@@QAEXXZ	32	1	gfxViewport	ResetWindow
004B14C0	?SetWindow@gfxViewport@@QAEXHHHHMM@Z	384	1	gfxViewport	SetWindow
004B1640	?Perspective@gfxViewport@@QAEXMMMM@Z	448	1	gfxViewport	Perspective
004B1800	?Ortho@gfxViewport@@QAEXMMMMMM@Z	208	1	gfxViewport	Ortho
004B18D0	?DoFlush@gfxViewport@@AAEXXZ	144	1	gfxViewport	DoFlush
004B1960	?Project@gfxViewport@@QAEXAAVVector4@@0@Z	80	1	gfxViewport	Project
004B19B0	?ComputeVFOV@gfxViewport@@QBEMM@Z	32	1	gfxViewport	ComputeVFOV
004B19D0	?IsSphereVisible@gfxViewport@@QBE?AW4gfxCullStatus@@MMMMPAM@Z	480	1	gfxViewport	IsSphereVisible
004B1BB0	?Reset@gfxMaterial@@QAEXXZ	80	1	gfxMaterial	Reset
004B1C00	?Reset@gfxLight@@QAEXXZ	112	1	gfxLight	Reset
004B1C70	?Init@gfxRenderState@@AAEXXZ	304	1	gfxRenderState	Init
004B1DA0	?Default@gfxRenderState@@QAEXXZ	944	1	gfxRenderState	Default
004B2150	?LerpRGBA@gfxRenderState@@QAEIIIM@Z	208	1	gfxRenderState	LerpRGBA
004B2220	?LightEnable@gfxRenderState@@QAEXH_N@Z	80	1	gfxRenderState	LightEnable
004B2270	?SetLight@gfxRenderState@@QAEXHPBUgfxLight@@@Z	96	1	gfxRenderState	SetLight
004B22D0	?DisableAllLights@gfxRenderState@@QAEXXZ	48	1	gfxRenderState	DisableAllLights
004B2300	?GetLight@gfxRenderState@@QAEXHPAUgfxLight@@@Z	48	1	gfxRenderState	GetLight
004B2330	?SetTexSource@gfxRenderState@@QAEXHH@Z	32	1	gfxRenderState	SetTexSource
004B2350	?SetBlendSet@gfxRenderState@@QAEXW4gfxBlendSet@@E@Z	672	1	gfxRenderState	SetBlendSet
004B25F0	?SetTexTransform@gfxRenderState@@QAEXHH_N@Z	48	1	gfxRenderState	SetTexTransform
004B2620	?SetTexMipmapBias@gfxRenderState@@QAEXHM@Z	32	1	gfxRenderState	SetTexMipmapBias
004B2640	?SetTexMatrix@gfxRenderState@@QAEXHABVMatrix44@@@Z	32	1	gfxRenderState	SetTexMatrix
004B2660	?SetBlendMatrix@gfxRenderState@@QAEXHABVMatrix44@@@Z	32	1	gfxRenderState	SetBlendMatrix
004B2680	?SetCard@gfxRenderState@@SAXABVVector3@@@Z	208	1	gfxRenderState	SetCard
004B2750	?SetCard@gfxRenderState@@SAXABVVector4@@@Z	208	1	gfxRenderState	SetCard
004B2820	?Regenerate@gfxRenderState@@CAXXZ	272	1	gfxRenderState	Regenerate
004B2930	j_nullsub_240	16	1		j_nullsub_240
004B2940	nullsub_240	16	1		nullsub_240
004B2950	j_nullsub_241	16	1		j_nullsub_241
004B2960	nullsub_241	16	1		nullsub_241
004B2970	?SetCamera@gfxRenderState@@SAXABVMatrix34@@@Z	176	1	gfxRenderState	SetCamera
004B2A20	?SetCamera@gfxRenderState@@SAXABVMatrix44@@@Z	96	1	gfxRenderState	SetCamera
004B2A80	?SetCameraFull@gfxRenderState@@SAXABVMatrix34@@@Z	208	1	gfxRenderState	SetCameraFull
004B2B50	?DoPerspective@gfxViewport@@SAXPAV1@@Z	400	1	gfxViewport	DoPerspective
004B2CE0	?StartFade@gfxPipeline@@SAXIM@Z	64	1	gfxPipeline	StartFade
004B2D20	?SetFade@gfxPipeline@@SAXI@Z	32	1	gfxPipeline	SetFade
004B2D40	?CopyClippedBitmap@gfxPipeline@@SA_NHHPAVgfxBitmap@@HHHH_N@Z	64	1	gfxPipeline	CopyClippedBitmap
